ID,Make,Model,Model Version,Price,Mileage,Gearbox,First Registration,Fuel Type,Power,Seller,Gears,Engine Size,Cylinders,Weight,Other Fuel Types,Fuel Consumption,CO2 Emissions,Emission Class,Site,Portugal
cd3f38cfbe29415aacb25a6d743b22a8,Honda,CR-V,Elegance 2.2 /4x4/LM/KlimaA/PDC/,"€ 11,890.-","102,000 km",Manual,11/2011,Diesel,110 kW (150 hp),Dealer,6,"2,199 cc",4,"1,722 kg",,6.5 l/100 km (comb.)8 l/100 km (city)5.6 l/100 km (country),171 g/km (comb.),Euro 5,AutoScout24,No
acb141fa40ad4e9da257d971327c79b4,Mercedes-Benz,E 200,Coupé CGI 184pk Avantgarde Aut. Pano|Xenon|Navi|Sp,"€ 13,950.-","136,747 km",Automatic,06/2010,Gasoline,135 kW (184 hp),Dealer,,"1,796 cc",4,"1,460 kg",,7.7 l/100 km (comb.)10.6 l/100 km (city)5.9 l/100 km (country),179 g/km (comb.),Euro 5,AutoScout24,No
2d9279c2ea85448b92c10c00a57c8144,Cadillac,CTS,3.6L V6 AWD Sport Luxury Aut.,"€ 10,900.-","150,000 km",Automatic,08/2010,Gasoline,229 kW (311 hp),Dealer,6,"3,564 cc",6,"1,957 kg",,11.2 l/100 km (comb.)16.8 l/100 km (city)8 l/100 km (country),,,AutoScout24,No
a7fbacd7309747bb9315bd1fb9260bdc,Renault,ZOE,Life R90 Flex 92cv,"€ 12,500.-1","33,000 km",Automatic,12/2018,Electric,43 kW (58 hp),Dealer,,,,"1,480 kg",Electricity,,,,AutoScout24,No
dc354d9d61dd4bdd931bcefadd7a130c,BMW,318,d Touring,"€ 14,500.-","141,640 km",Manual,02/2015,Diesel,105 kW (143 hp),Dealer,6,"1,995 cc",4,"1,555 kg",,4.7 l/100 km (comb.)5.8 l/100 km (city)4.1 l/100 km (country),123 g/km (comb.),Euro 5,AutoScout24,No
d8d5f19d09b241bfa7e63e788c7f9938,Audi,A3,Sportback 1.6 TDi ultra Attraction,"€ 12,950.-","148,432 km",Manual,01/2016,Diesel,81 kW (110 hp),Dealer,,"1,598 cc",,,,3.4 l/100 km (comb.)3.9 l/100 km (city)3.1 l/100 km (country),89 g/km (comb.),Euro 6,AutoScout24,No
1fed215fb15941ff8cd319dd7477a7c8,BMW,325,i Cabrio LCI M-Paket *Memory * Xenon * Leder,"€ 14,990.-","124,978 km",Manual,06/2010,Gasoline,160 kW (218 hp),Dealer,6,"2,996 cc",6,"1,730 kg",,7.5 l/100 km (comb.)10.2 l/100 km (city)5.9 l/100 km (country),176 g/km (comb.),Euro 5,AutoScout24,No
4d4fba126fd746d8ae6c9392e82093e1,Volkswagen,Golf,7  Variant Highline 2.0 TDI /NAVI/LED/AHK/,"€ 14,490.-","116,000 km",Manual,03/2014,Diesel,110 kW (150 hp),Dealer,,"1,968 cc",,,,4.2 l/100 km (comb.)5.1 l/100 km (city)3.7 l/100 km (country),108 g/km (comb.),,AutoScout24,No
e19f70f71413405a9b8fe44863c76935,BMW,116,d AdBlue (EU6c),"€ 13,490.-","137,000 km",Manual,07/2019,Diesel,85 kW (116 hp),Dealer,6,"1,496 cc",3,"1,440 kg",,4.2 l/100 km (comb.)4.8 l/100 km (city)3.9 l/100 km (country),,,AutoScout24,No
0c010eee04a14a6691b88a9609772159,BMW,320,d,"€ 11,990.-","119,000 km",Manual,07/2011,Diesel,120 kW (163 hp),Dealer,6,"1,995 cc",4,"1,495 kg",,4.7 l/100 km (comb.)5.9 l/100 km (city)4 l/100 km (country),,,AutoScout24,No
